mate_name,mate_type,alignment,entity_index,component,entity_params,error_code,suppressed
"重合7","0","1","0","新大腿链轮20T-改1.15-1","0.16200000000000034;0.027618487160572101;0.10819598316532852;1;2.1720760275899824E-16;7.262872074925088E-16;0;0","0","False"
"重合7","0","1","1","2_大腿-改1.15-1","0.16200000000000014;-6.3633396279323552E-15;0.13049999999999987;-1;9.6041176133885765E-18;2.9860266512610748E-16;0;0","0","False"
"重合9","0","0","0","新髋关节轴承座-改1.15-1","0.17200000000000035;-4.6363067858663477E-16;0.13049999999999992;-1;-2.0392561858053058E-16;-2.9399835484327794E-16;0.78539816339745039;0","0","False"
"重合9","0","0","1","碗组轴承42-52-7-改1.15-2","0.17400000000000002;-5.8292245711996046E-17;0.13049999999999998;-1;3.4248999711674418E-16;3.7765340563276536E-16;0.78539816339744828;0","0","False"
"重合10","0","1","0","新髋关节轴承座-改1.15-1","0.17700000000000032;0.027842680311204591;0.1334639758919455;-1;-2.0392561858053058E-16;-2.9399835484327794E-16;0;0","0","False"
"重合10","0","1","1","2_大腿-改1.15-1","0.17700000000000013;-6.3634836896965559E-15;0.13049999999999987;1;-9.6041176133885765E-18;-2.9860266512610748E-16;0;0","0","False"
"同心12","1","1","0","新小腿链轮20T M27-改1.15-1","0.13059999999999999;7.225333319469822E-16;0.13049999999999995;-1;-7.0001311773341737E-16;4.0006068649526712E-16;0.0135;0","0","False"
"同心12","1","1","1","2_新小腿主动连杆-1","0.18050000000000074;-6.4620822716748715E-15;0.13049999999999995;1;3.3754230187537973E-16;1.8095277708729421E-16;0.01375;0","0","False"
"同心13","1","0","0","新小腿链轮20T M27-改1.15-1","0.16950000000000001;-0.015996535253076913;0.12340346141439207;1;7.0001311773341737E-16;-4.0006068649526712E-16;0.0016500000000007459;0","0","False"
"同心13","1","0","1","2_新小腿主动连杆-1","0.18050000000000077;-0.017352996233655688;0.12823648023756001;1;3.3754230187537973E-16;1.8095277708729421E-16;0.002100000000000202;0","0","False"
"重合11","0","1","0","新小腿链轮20T M27-改1.15-1","0.17950000000000002;-0.016972860384733668;0.14286616393067433;1;7.0001311773341737E-16;-4.0006068649526712E-16;0;0","0","False"
"重合11","0","1","1","2_新小腿主动连杆-1","0.17950000000000074;-6.4624198139767471E-15;0.13049999999999995;-1;-3.3754230187537973E-16;-1.8095277708729421E-16;0;0","0","False"
"同心15","1","0","0","新小腿链轮20T M27-改1.15-1","0.13059999999999999;7.225333319469822E-16;0.13049999999999995;1;7.0001311773341737E-16;-4.0006068649526712E-16;0.010500000000000001;0","0","False"
"同心15","1","0","1","滚针轴承20-26-10-改1.15-1","0.19950000000000012;-0.00011637143067797646;0.13070851336240855;1;-1.365987353515775E-16;1.6289509668785473E-18;0.01;0","0","False"
"距离1","5","1","0","滚针轴承20-26-10-改1.15-1","0.19950000000000012;-0.00011637143067797646;0.13070851336240855;-1;1.365987353515775E-16;-1.6289509668785473E-18;0;0","0","True"
"距离1","5","1","1","新小腿链轮20T M27-改1.15-1","0.1991;-0.010911124533044245;0.13844967681257631;1;7.0001311773341737E-16;-4.0006068649526712E-16;0;0","0","True"
"同心18","1","0","0","新小腿链轮20T M27-改1.15-1","0.13059999999999999;7.225333319469822E-16;0.13049999999999995;1;7.0001311773341737E-16;-4.0006068649526712E-16;0.010500000000000001;0","0","False"
"同心18","1","0","1","MT2042-6线5A-改1.15-1","0.20949900000000013;-1.6468589864212256E-12;0.13050000000117615;1;2.7575013148176341E-16;2.2794425850474126E-16;0.01;0","0","False"
"同心19","1","0","0","新小腿链轮20T M27-改1.15-1","0.13059999999999999;7.225333319469822E-16;0.13049999999999995;1;7.0001311773341737E-16;-4.0006068649526712E-16;0.010500000000000001;0","0","False"
"同心19","1","0","1","新侧挂轴-改4.15-1","0.11300000000000002;-2.9006633813713107E-15;0.13049999999999998;1;6.9427293207096503E-17;4.5398417408105966E-18;0.01;0","0","False"
"距离2","5","1","0","新侧挂轴-改4.15-1","0.2414;-2.8917489169235197E-15;0.13049999999999998;-1;-6.9427293207096503E-17;-4.5398417408105966E-18;0;0","0","True"
"距离2","5","1","1","MT2042-6线5A-改1.15-1","0.24090000000000011;-1.6468503275913468E-12;0.13050000000117615;1;2.7575013148176341E-16;2.2794425850474126E-16;0;0","0","True"
"重合19","0","1","0","滚针轴承20-26-10-改1.15-1","0.20950000000000013;-0.00011637143067797783;0.13070851336240855;1;-1.365987353515775E-16;1.6289509668785473E-18;0;0","0","False"
"重合19","0","1","1","MT2042-6线5A-改1.15-1","0.20950000000000013;-1.6468589861454753E-12;0.13050000000117615;-1;-2.7575013148176341E-16;-2.2794425850474126E-16;0;0","0","False"
"同心22","1","0","0","塞打螺栓M6-φ8-20-改1.15-1","0.11950000000000296;7.2033689493372586E-15;0.1409999999999999;1.9645787102134483E-16;-6.9595261206048338E-14;1;0.0039999999999999992;0","0","False"
"同心22","1","0","1","新侧挂轴-改4.15-1","0.11950000000000002;1.8458803040046972E-15;0.09949999999999945;-4.5398417407999678E-18;-1.5309975509580911E-13;1;0.0042500000000000012;0","0","False"
"重合20","0","1","0","新侧挂轴-改4.15-1","0.1265;0.012941315905463333;0.13550000000000195;-4.5398417407999678E-18;-1.5309975509580911E-13;1;0;0","0","False"
"重合20","0","1","1","塞打螺栓M6-φ8-20-改1.15-1","0.11307211884980116;0.00096557957667659259;0.13549999999999998;-1.9645787102134483E-16;6.9595261206048338E-14;-1;0;0","0","False"
"同心25","1","0","0","膝关节垫板-改1.15-1","0.17600000000000002;-0.1939187454160369;0.049905209992997968;1;-3.8349908180251813E-17;1.2318601326299871E-16;0.016449999999999999;0","0","False"
"同心25","1","0","1","碗组轴承32.7-41.8-6-改1.15-2","0.17000000000000001;-0.1939187454160369;0.049905209992997968;1;-4.4895869143701383E-17;1.237648190453037E-16;0.01635;0","0","False"
"重合25","0","1","0","膝关节垫板-改1.15-1","0.17600000000000002;-0.1939187454160369;0.049905209992997968;-1;3.8349908180251813E-17;-1.2318601326299871E-16;0;0","0","False"
"重合25","0","1","1","碗组轴承32.7-41.8-6-改1.15-2","0.17600000000000002;-0.1939187454160369;0.049905209992997968;1;-4.4895869143701383E-17;1.237648190453037E-16;0;0","0","False"
"同心26","1","1","0","2_膝关节螺母M27-改1.15-1","0.16050000000000003;-0.1939187454160369;0.049905209992997954;1;1.7817431487470582E-16;8.2413277638238322E-16;0.016350000000000003;0","0","False"
"同心26","1","1","1","小腿-改1.15-1","0.19299999999999978;-0.19391874541604226;0.049905209992977137;-1;3.122387495114957E-17;8.3268318814791576E-17;0.025000000000000001;0","0","False"
"重合26","0","1","0","小腿-改1.15-1","0.19299999999999978;-0.19391874541604226;0.049905209992977137;1;-3.122387495114957E-17;-8.3268318814791576E-17;0;0","0","False"
"重合26","0","1","1","2_膝关节螺母M27-改1.15-1","0.193;-0.18086392764398507;0.059748696821277883;-1;-1.7817431487470582E-16;-8.2413277638238322E-16;0;0","0","False"
"同心27","1","0","0","2_膝关节锁盖M27-改1.15-1","0.17960000000000001;-0.1939187454160369;0.049905209992997968;-1;-3.8743176623320026E-17;-5.8075158584825181E-16;0.0135;0","0","False"
"同心27","1","0","1","碗组轴承32.7-41.8-6-改1.15-1","0.16500000000000001;-0.1939187454160369;0.049905209992997968;-1;-4.906824662407985E-16;-2.7806066276456991E-17;0.01635;0","0","False"
"重合27","0","1","0","2_膝关节锁盖M27-改1.15-1","0.159;-0.1939187454160369;0.049905209992997954;1;3.8743176623320026E-17;5.8075158584825181E-16;0;0","0","False"
"重合27","0","1","1","碗组轴承32.7-41.8-6-改1.15-1","0.159;-0.1939187454160369;0.049905209992997968;-1;-4.906824662407985E-16;-2.7806066276456991E-17;0;0","0","False"
"同心28","1","1","0","2_膝关节锁盖M27-改1.15-1","0.17960000000000001;-0.1939187454160369;0.049905209992997968;-1;-3.8743176623320026E-17;-5.8075158584825181E-16;0.0135;0","0","False"
"同心28","1","1","1","2_膝关节螺母M27-改1.15-1","0.16050000000000003;-0.1939187454160369;0.049905209992997954;1;1.7817431487470582E-16;8.2413277638238322E-16;0.016350000000000003;0","0","False"
"重合28","0","1","0","小腿-改1.15-1","0.1779999999999998;-0.19391874541604226;0.049905209992977137;-1;3.122387495114957E-17;8.3268318814791576E-17;0;0","0","False"
"重合28","0","1","1","膝关节垫板-改1.15-1","0.17800000000000002;-0.1939187454160369;0.049905209992997968;1;-3.8349908180251813E-17;1.2318601326299871E-16;0;0","0","False"
"同心33","1","0","0","2_新小腿主动连杆-1","0.18050000000000074;0.087263435437207298;0.094232344496849127;1;3.3754230187537973E-16;1.8095277708729421E-16;0.0094999999999999946;0","0","False"
"同心33","1","0","1","法兰轴承F698 8-19-6-改1.15-2","0.19200000000000073;0.087263435437207298;0.094232344496849113;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0094999999999999998;0","0","False"
"重合31","0","1","0","2_新小腿主动连杆-1","0.19050000000000075;-6.458706848656118E-15;0.13049999999999995;1;3.3754230187537973E-16;1.8095277708729421E-16;0;0","0","False"
"重合31","0","1","1","法兰轴承F698 8-19-6-改1.15-2","0.19050000000000072;0.076263442778761806;0.094245053318397734;-1;-2.4699480741935398E-17;-2.8449465006019636E-16;0;0","0","False"
"同心34","1","1","0","2_新小腿主动连杆-1","0.18050000000000074;0.087263435437207298;0.094232344496849127;1;3.3754230187537973E-16;1.8095277708729421E-16;0.0094999999999999946;0","0","False"
"同心34","1","1","1","法兰轴承F698 8-19-6-改1.15-1","0.17899999999999999;0.087263435437207298;0.094232344496849113;-1;4.8255543468509304E-17;-1.9869866431752549E-16;0.0094999999999999998;0","0","False"
"重合32","0","1","0","2_新小腿主动连杆-1","0.18050000000000074;-6.4620822716748715E-15;0.13049999999999995;-1;-3.3754230187537973E-16;-1.8095277708729421E-16;0;0","0","False"
"重合32","0","1","1","法兰轴承F698 8-19-6-改1.15-1","0.18049999999999999;0.096559209037387017;0.088351137718117229;1;-4.8255543468509304E-17;1.9869866431752549E-16;0;0","0","False"
"同心35","1","1","0","法兰轴承F698 8-19-6-改1.15-1","0.185;0.087263435437207298;0.094232344496849113;-1;4.8255543468509304E-17;-1.9869866431752549E-16;0.0040000000000000001;0","0","False"
"同心35","1","1","1","垫片 8-12-0.5-改1.15-1","0.17849999999999999;0.087263435437207298;0.094232344496849113;1;-4.8255543468509489E-17;1.9869866431752497E-16;0.0040000000000000001;0","0","False"
"重合33","0","1","0","法兰轴承F698 8-19-6-改1.15-1","0.17899999999999999;0.087263435437207298;0.094232344496849113;-1;4.8255543468509304E-17;-1.9869866431752549E-16;0;0","0","False"
"重合33","0","1","1","垫片 8-12-0.5-改1.15-1","0.17899999999999999;0.087263435437207298;0.094232344496849113;1;-4.8255543468509489E-17;1.9869866431752497E-16;0;0","0","False"
"同心36","1","0","0","防松螺母M6-改1.15-1","0.19200000000000073;0.087263435437207298;0.094232344496849113;1;-8.1647295858261756E-18;2.8054210364262251E-16;0.0030000000000000005;0","0","False"
"同心36","1","0","1","法兰轴承F698 8-19-6-改1.15-2","0.18600000000000072;0.087263435437207298;0.094232344496849113;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0040000000000000001;0","0","False"
"重合34","0","1","0","防松螺母M6-改1.15-1","0.19200000000000073;0.087263435437207298;0.094232344496849113;-1;8.1647295858261756E-18;-2.8054210364262251E-16;0;0","0","False"
"重合34","0","1","1","法兰轴承F698 8-19-6-改1.15-2","0.19200000000000073;0.087263435437207298;0.094232344496849113;1;2.4699480741935398E-17;2.8449465006019636E-16;0;0","0","False"
"同心37","1","1","0","2_新小腿主动连杆-1","0.18050000000000074;0.087263435437207298;0.094232344496849127;1;3.3754230187537973E-16;1.8095277708729421E-16;0.012500000000000002;0","0","False"
"同心37","1","1","1","膝关节一级长连杆-改1.15-1","0.17849999999999996;0.087263435437141143;0.094232344496910384;-1;-1.8237261002189653E-16;4.5680631183716025E-17;0.0089999999999999959;0","0","False"
"重合35","0","1","0","膝关节一级长连杆-改1.15-1","0.17849999999999999;-2.2652467842235692E-14;0.023229930202015126;1;1.8237261002189653E-16;-4.5680631183716025E-17;0;0","0","False"
"重合35","0","1","1","垫片 8-12-0.5-改1.15-1","0.17849999999999999;0.087263435437207298;0.094232344496849113;-1;4.8255543468509489E-17;-1.9869866431752497E-16;0;0","0","False"
"同心38","1","0","0","膝关节一级长连杆-改1.15-1","0.17849999999999996;0.087263435437141143;0.094232344496910384;-1;-1.8237261002189653E-16;4.5680631183716025E-17;0.0089999999999999959;0","0","False"
"同心38","1","0","1","塞打螺栓 M6-φ8-20-改1.15-1","0.16549999999999995;0.087263435437207298;0.094232344496849113;-1;1.8007242832268627E-16;-3.295974604355934E-16;0.0039999999999999983;0","0","False"
"重合36","0","1","0","膝关节一级长连杆-改1.15-1","0.17099999999999996;0.087263435437141143;0.094232344496910384;-1;-1.8237261002189653E-16;4.5680631183716025E-17;0;0","0","False"
"重合36","0","1","1","塞打螺栓 M6-φ8-20-改1.15-1","0.17099999999999996;0.092942654352023674;0.091070624629815994;1;-1.8007242832268627E-16;3.295974604355934E-16;0;0","0","False"
"同心39","1","0","0","2_大腿-改1.15-1","0.16200000000000014;-0.087263435437220122;0.094232344496849002;1;-9.6041176133885765E-18;-2.9860266512610748E-16;0.0040000000000000062;0","0","False"
"同心39","1","0","1","膝关节节点连杆-改1.15-1","0.18050000000000083;-0.087263435437220122;0.094232344496849002;1;-1.0156766953989642E-17;-2.9865414980110442E-16;0.0094999999999999998;0","0","False"
"同心40","1","0","0","膝关节一级长连杆-改1.15-1","0.17849999999999999;-2.2652467842235692E-14;0.023229930202015126;-1;-1.8237261002189653E-16;4.5680631183716025E-17;0.0089999999999999993;0","0","False"
"同心40","1","0","1","膝关节节点连杆-改1.15-1","0.19050000000000081;-6.3837823915946501E-15;0.023229930202015109;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.012500000000000002;0","0","False"
"同心41","1","1","0","膝关节节点连杆-改1.15-1","0.19050000000000081;-6.3837823915946501E-15;0.023229930202015109;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.0094999999999999946;0","0","False"
"同心41","1","1","1","法兰轴承F698 8-19-6-改1.15-3","0.19200000000000081;-6.3837976267450808E-15;0.023229930202015109;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0094999999999999998;0","0","False"
"重合37","0","1","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.087263435437220122;0.094232344496849002;1;-1.0156766953989642E-17;-2.9865414980110442E-16;0;0","0","False"
"重合37","0","1","1","法兰轴承F698 8-19-6-改1.15-3","0.19050000000000081;-0.010999992658451882;0.023242639023563723;-1;-2.4699480741935398E-17;-2.8449465006019636E-16;0;0","0","False"
"同心42","1","0","0","膝关节节点连杆-改1.15-1","0.19050000000000081;-6.3837823915946501E-15;0.023229930202015109;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.0094999999999999946;0","0","False"
"同心42","1","0","1","法兰轴承F698 8-19-6-改1.15-4","0.17899999999999999;-6.3836655887746796E-15;0.023229930202015112;-1;-8.9338259012805541E-17;5.5511151231257815E-17;0.0094999999999999998;0","0","False"
"重合39","0","1","0","法兰轴承F698 8-19-6-改1.15-4","0.17899999999999999;-6.3836655887746796E-15;0.023229930202015112;-1;-8.9338259012805541E-17;5.5511151231257815E-17;0;0","0","False"
"重合39","0","1","1","垫片 8-12-0.5-改1.15-2","0.17899999999999999;-6.3837343856759206E-15;0.023229930202015112;1;-4.8255543468509489E-17;1.9869866431752497E-16;0;0","0","False"
"同心43","1","1","0","法兰轴承F698 8-19-6-改1.15-4","0.185;-6.3831295592206024E-15;0.023229930202015112;-1;-8.9338259012805541E-17;5.5511151231257815E-17;0.0040000000000000001;0","0","False"
"同心43","1","1","1","垫片 8-12-0.5-改1.15-2","0.17849999999999999;-6.3837102579041864E-15;0.023229930202015112;1;-4.8255543468509489E-17;1.9869866431752497E-16;0.006000000000000001;0","0","False"
"重合40","0","1","0","膝关节节点连杆-改1.15-1","0.18050000000000083;-0.087263435437220122;0.094232344496849002;-1;1.0156766953989642E-17;2.9865414980110442E-16;0;0","0","False"
"重合40","0","1","1","法兰轴承F698 8-19-6-改1.15-4","0.18049999999999999;0.010935888493145552;0.022044036924630042;1;8.9338259012805541E-17;-5.5511151231257815E-17;0;0","0","False"
"同心44","1","0","0","法兰轴承F698 8-19-6-改1.15-3","0.1860000000000008;-6.3839458236295324E-15;0.023229930202015109;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0040000000000000001;0","0","False"
"同心44","1","0","1","防松螺母M6-改1.15-2","0.19200000000000081;-6.3837976267450808E-15;0.023229930202015109;1;-8.164729585826265E-18;2.8054210364262246E-16;0.0030000000000000005;0","0","False"
"重合41","0","1","0","法兰轴承F698 8-19-6-改1.15-3","0.19200000000000081;-6.3837976267450808E-15;0.023229930202015109;1;2.4699480741935398E-17;2.8449465006019636E-16;0;0","0","False"
"重合41","0","1","1","防松螺母M6-改1.15-2","0.19200000000000081;-6.3837976267450808E-15;0.023229930202015109;-1;8.164729585826265E-18;-2.8054210364262246E-16;0;0","0","False"
"同心45","1","0","0","膝关节节点连杆-改1.15-1","0.19050000000000081;-6.3837823915946501E-15;0.023229930202015109;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.012500000000000002;0","0","False"
"同心45","1","0","1","塞打螺栓 M6-φ8-20-改1.15-2","0.16549999999999998;-6.3835284724208004E-15;0.023229930202015116;-1;1.9506187270999755E-16;-3.3792097415466104E-16;0.0039999999999999983;0","0","False"
"重合42","0","1","0","膝关节一级长连杆-改1.15-1","0.17099999999999999;-2.2653835636810857E-14;0.023229930202015126;-1;-1.8237261002189653E-16;4.5680631183716025E-17;0;0","0","False"
"重合42","0","1","1","塞打螺栓 M6-φ8-20-改1.15-2","0.17099999999999999;0.0056826587716489688;0.020074397079874191;1;-1.9506187270999755E-16;3.3792097415466104E-16;0;0","0","False"
"重合43","0","1","0","膝关节一级长连杆-改1.15-1","0.17849999999999999;-2.2652467842235692E-14;0.023229930202015126;1;1.8237261002189653E-16;-4.5680631183716025E-17;0;0","0","False"
"重合43","0","1","1","垫片 8-12-0.5-改1.15-2","0.17849999999999999;-6.3837102579041864E-15;0.023229930202015112;-1;4.8255543468509489E-17;-1.9869866431752497E-16;0;0","0","False"
"同心46","1","1","0","小腿-改1.15-1","0.18999999999999981;-0.23200194434283736;0.10258034605831781;-1;3.122387495114957E-17;8.3268318814791576E-17;0.014499999999999999;0","0","False"
"同心46","1","1","1","膝关节二级长连杆-改1.15-1","0.19250000000000003;-0.23200194434282478;0.10258034605834621;1;9.3793676128660283E-17;-2.1981650901214114E-16;0.0089999999999999993;0","0","False"
"同心47","1","1","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.1253466343640095;0.1469074805621938;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.012499999999999995;0","0","False"
"同心47","1","1","1","膝关节二级长连杆-改1.15-1","0.19250000000000003;-0.12534663436400795;0.14690748056219724;1;9.3793676128660283E-17;-2.1981650901214114E-16;0.0089999999999999959;0","0","False"
"同心48","1","1","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.1253466343640095;0.1469074805621938;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.0095000000000000015;0","0","False"
"同心48","1","1","1","法兰轴承F698 8-19-6-改1.15-5","0.19200000000000003;-0.1253466343640095;0.14690748056219377;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0094999999999999998;0","0","False"
"重合44","0","1","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.087263435437220122;0.094232344496849002;1;-1.0156766953989642E-17;-2.9865414980110442E-16;0;0","0","False"
"重合44","0","1","1","法兰轴承F698 8-19-6-改1.15-5","0.19050000000000003;-0.13634662702245501;0.14692018938374238;-1;-2.4699480741935398E-17;-2.8449465006019636E-16;0;0","0","False"
"同心49","1","0","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.1253466343640095;0.1469074805621938;-1;1.0156766953989642E-17;2.9865414980110442E-16;0.0095000000000000015;0","0","False"
"同心49","1","0","1","法兰轴承F698 8-19-6-改1.15-6","0.17900000000000083;-0.1253466343640095;0.14690748056219377;-1;-8.2733366558207691E-18;5.6140374263794012E-17;0.0094999999999999998;0","0","False"
"重合45","0","1","0","膝关节节点连杆-改1.15-1","0.18050000000000083;-0.087263435437220122;0.094232344496849002;-1;1.0156766953989642E-17;2.9865414980110442E-16;0;0","0","False"
"重合45","0","1","1","法兰轴承F698 8-19-6-改1.15-6","0.18050000000000083;-0.13156472116800993;0.13783359514866139;1;8.2733366558207691E-18;-5.6140374263794012E-17;0;0","0","False"
"同心50","1","0","0","膝关节节点连杆-改1.15-1","0.18050000000000083;-0.087263435437220122;0.094232344496849002;1;-1.0156766953989642E-17;-2.9865414980110442E-16;0.0094999999999999998;0","0","False"
"同心50","1","0","1","法兰轴承F698 8-19-6-改1.15-7","0.19200000000000084;-0.087263435437213821;0.094232344496849002;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0094999999999999998;0","0","False"
"重合46","0","1","0","膝关节节点连杆-改1.15-1","0.19050000000000084;-0.087263435437220122;0.094232344496849002;1;-1.0156766953989642E-17;-2.9865414980110442E-16;0;0","0","False"
"重合46","0","1","1","法兰轴承F698 8-19-6-改1.15-7","0.19050000000000084;-0.098263428095659314;0.094245053318397623;-1;-2.4699480741935398E-17;-2.8449465006019636E-16;0;0","0","False"
"同心51","1","1","0","膝关节节点连杆-改1.15-1","0.18050000000000083;-0.087263435437220122;0.094232344496849002;1;-1.0156766953989642E-17;-2.9865414980110442E-16;0.0094999999999999998;0","0","False"
"同心51","1","1","1","法兰轴承F698 8-19-6-改1.15-8","0.17900000000000083;-0.087263435437213821;0.094232344496849002;-1;-8.5340010572317473E-17;-1.8860892681278562E-18;0.0094999999999999998;0","0","False"
"重合47","0","1","0","膝关节节点连杆-改1.15-1","0.18050000000000083;-0.087263435437220122;0.094232344496849002;-1;1.0156766953989642E-17;2.9865414980110442E-16;0;0","0","False"
"重合47","0","1","1","法兰轴承F698 8-19-6-改1.15-8","0.18050000000000083;-0.09804446332205384;0.096416248740698041;1;8.5340010572317473E-17;1.8860892681278562E-18;0;0","0","False"
"重合48","0","1","0","法兰轴承F698 8-19-6-改1.15-8","0.17900000000000083;-0.087263435437213821;0.094232344496849002;-1;-8.5340010572317473E-17;-1.8860892681278562E-18;0;0","0","False"
"重合48","0","1","1","垫片 8-12-2-改1.15-1","0.17900000000000083;-0.087263435437213821;0.094232344496849002;1;-4.8450284582945979E-18;-1.7347234759768071E-17;0;0","0","False"
"同心52","1","1","0","法兰轴承F698 8-19-6-改1.15-8","0.18500000000000083;-0.087263435437213821;0.094232344496849002;-1;-8.5340010572317473E-17;-1.8860892681278562E-18;0.0040000000000000001;0","0","False"
"同心52","1","1","1","垫片 8-12-2-改1.15-1","0.17700000000000082;-0.087263435437213821;0.094232344496849002;1;-4.8450284582945979E-18;-1.7347234759768071E-17;0.0040000000000000001;0","0","False"
"重合49","0","1","0","法兰轴承F698 8-19-6-改1.15-7","0.19200000000000084;-0.087263435437213821;0.094232344496849002;1;2.4699480741935398E-17;2.8449465006019636E-16;0;0","0","False"
"重合49","0","1","1","防松螺母M6-改1.15-3","0.19200000000000084;-0.087263435437213821;0.094232344496849002;-1;-7.9374503397803261E-17;-2.1867400313625168E-16;0;0","0","False"
"同心53","1","0","0","法兰轴承F698 8-19-6-改1.15-7","0.18600000000000083;-0.087263435437213821;0.094232344496849002;1;2.4699480741935398E-17;2.8449465006019636E-16;0.0040000000000000001;0","0","False"
"同心53","1","0","1","防松螺母M6-改1.15-3","0.19200000000000084;-0.087263435437213821;0.094232344496849002;1;7.9374503397803261E-17;2.1867400313625168E-16;0.0030000000000000005;0","0","False"
